SlowK,SlowD,RSI,EMA,CCI,Aroon Down,Aroon Up,1. open,2. high,3. low,4. close,5. volume,Trend label
18.248,24.7969,38.801,14.4994,-136.7244,100.0,0.0,14.41,14.47,13.55,13.87,987720.0,-1
20.4096,32.845,44.5272,14.6241,-98.7173,80.0,0.0,14.33,14.77,14.24,14.42,907873.0,-1
35.7332,41.201,41.4979,14.6893,-175.6147,90.0,0.0,14.45,14.5,14.05,14.25,891546.0,1
42.3923,36.4416,43.0726,14.7939,-142.4009,100.0,10.0,15.55,15.74,14.0,14.41,2278024.0,-1
45.4775,27.6844,56.1324,14.8911,-46.1737,90.0,20.0,15.09,15.51,14.9,15.5,426186.0,-1
21.4549,18.2112,48.3783,14.8497,-146.4065,100.0,30.0,15.26,15.2733,14.4,14.9,730351.0,1
16.1207,17.5729,54.357,14.8863,-52.0243,0.0,40.0,15.34,15.96,15.21,15.36,643847.0,-1
17.0579,19.4645,49.6455,14.8701,-109.6117,10.0,50.0,15.31,15.8,15.0,15.01,489000.0,1
19.5401,26.8811,53.7857,14.9004,-100.1946,0.0,60.0,15.74,15.87,15.03,15.3,723319.0,-1
21.7956,40.2435,57.988,14.8945,-84.5351,10.0,70.0,15.53,15.6,15.01,15.58,577810.0,-1
39.3077,58.4998,56.6826,14.8488,-18.7344,0.0,80.0,15.67,16.22,15.35,15.46,646974.0,-1
59.6273,70.662,60.8571,14.8133,49.0001,10.0,90.0,16.63,16.63,15.5,15.8,587115.0,-1
76.5646,76.2096,72.2058,14.7316,131.4128,0.0,100.0,16.2,16.76,15.73,16.5,785573.0,-1
75.7942,74.9362,69.0935,14.541,108.4191,0.0,100.0,15.93,16.61,15.56,16.08,805602.0,1
76.27,71.1003,67.6172,14.3814,102.8809,0.0,70.0,16.11,16.23,15.81,15.89,577737.0,1
72.7443,66.7616,70.0753,14.2256,97.1225,10.0,80.0,15.89,16.23,15.7,16.09,710263.0,1
64.2864,64.7326,67.9145,14.0259,73.3847,20.0,90.0,16.0,16.15,14.94,15.77,1031895.0,1
63.254,68.4617,67.0444,13.842,95.0306,0.0,100.0,15.32,16.368,15.15,15.64,607037.0,1
66.6572,73.18,64.8679,13.65,71.7784,0.0,80.0,15.04,15.68,14.66,15.31,1259422.0,1
75.4737,77.6232,64.3543,13.4762,106.7761,0.0,90.0,15.23,16.16,15.03,15.23,963854.0,-1
77.409,75.0963,65.1633,13.2888,119.8012,0.0,100.0,15.55,16.25,14.385,15.35,1362295.0,-1
79.9867,74.6082,66.2525,13.0641,146.0042,0.0,100.0,14.6,15.945,14.6,15.46,900154.0,1
67.8932,74.4229,61.1522,12.7921,113.9158,0.0,100.0,14.17,15.14,14.1,14.5,604029.0,1
75.9447,83.6736,58.6319,12.614,91.112,10.0,100.0,13.38,14.54,13.26,14.07,764239.0,1
79.4309,88.8942,51.2794,12.4699,71.3992,20.0,90.0,14.3,14.4,12.795,13.0,902016.0,1
95.6451,93.023,63.8249,12.459,110.9662,30.0,100.0,13.62,14.46,13.4,14.37,726568.0,-1
91.6067,85.8621,59.4594,12.2576,83.4498,40.0,0.0,13.69,13.94,13.01,13.7,914055.0,1
91.8173,73.915,58.241,12.1198,43.8054,50.0,10.0,12.56,13.625,12.01,13.52,895714.0,1
74.1623,53.7318,51.848,11.9872,0.9078,60.0,20.0,13.1,13.1,11.664,12.68,910785.0,1
55.7654,36.3065,55.9338,11.9574,-2.8226,70.0,30.0,11.94,13.22,11.13,13.15,842800.0,1
31.2676,28.2843,42.5933,11.8588,-63.4325,80.0,40.0,11.25,12.0,10.8,11.61,942745.0,1
21.8863,28.9381,35.6481,11.9577,-122.6018,90.0,50.0,10.61,11.429,9.96,11.0,1197069.0,1
31.6989,41.5509,29.4803,12.1546,-222.2904,100.0,60.0,9.85,11.19,9.61,10.51,1229799.0,1
33.2292,55.3973,33.5635,12.4469,-253.6078,100.0,70.0,13.4,13.475,10.64,11.25,1200330.0,-1
59.7246,73.2959,64.0453,12.686,80.3435,10.0,80.0,13.5,14.25,13.43,13.9,623952.0,-1
73.238,77.7466,57.9494,12.5967,67.3865,0.0,90.0,14.19,14.4,13.21,13.43,795381.0,-1
86.9251,76.5839,83.7937,12.559,170.9327,10.0,100.0,13.95,14.44,13.69,14.38,423389.0,-1
73.0767,73.9372,80.2494,12.3859,149.1999,0.0,100.0,13.51,14.0,13.5,14.0,340516.0,1
69.75,76.7327,73.6853,12.2462,93.3605,0.0,90.0,13.25,13.62,13.15,13.46,431341.0,1
78.9849,77.5639,69.8433,12.1601,110.7284,0.0,100.0,13.51,13.76,13.19,13.23,606338.0,-1
81.4633,72.6007,83.1435,12.0932,145.9613,10.0,100.0,13.4,13.61,13.137,13.51,324505.0,-1
72.2435,67.3223,81.7517,11.9785,116.1818,0.0,100.0,13.06,13.49,12.97,13.43,487534.0,1
64.0953,65.6496,76.784,11.8644,94.9282,0.0,100.0,12.97,13.34,12.94,13.07,635124.0,1
65.628,70.0503,74.9053,11.7829,71.0536,0.0,70.0,12.88,13.02,12.65,12.96,337015.0,1
67.2255,77.7148,72.7394,11.7048,77.9837,0.0,80.0,12.84,12.93,12.7,12.84,324774.0,1
77.2973,85.5712,72.0149,11.6318,91.2584,0.0,90.0,12.86,12.96,12.64,12.8,541599.0,1
88.6217,87.4054,72.6835,11.5538,148.0031,10.0,100.0,13.08,13.31,12.72,12.86,597305.0,-1
90.7945,84.7517,82.7648,11.4626,216.5656,20.0,100.0,12.65,13.1,12.5,13.085,492888.0,1
82.7999,84.0352,77.7697,11.3279,193.7123,30.0,100.0,12.13,12.68,11.96,12.68,430029.0,1
80.6606,87.3136,64.5142,11.2287,123.5036,40.0,100.0,12.03,12.23,11.94,12.1,576515.0,1
88.645,87.6973,62.4322,11.194,144.612,0.0,100.0,12.09,12.23,12.01,12.085,520688.0,-1
92.6353,80.9509,63.2657,11.1624,140.5295,0.0,100.0,12.04,12.14,11.98,12.1,490842.0,1
81.8117,67.0554,60.4116,11.1243,90.026,10.0,40.0,11.88,12.022,11.8,12.01,405691.0,1
68.4058,58.0267,58.1347,11.0929,80.2712,20.0,50.0,11.86,11.995,11.78,11.94,459865.0,1
50.9487,56.1577,54.9904,11.0664,41.3161,0.0,60.0,11.88,11.92,11.7,11.89,554580.0,1
54.7255,66.6294,54.3394,11.049,44.5332,10.0,70.0,11.65,12.03,11.56,11.87,1147666.0,1
62.7988,75.8369,47.3095,11.0317,41.9948,0.0,80.0,11.93,12.015,11.66,11.665,841804.0,-1
82.364,77.2373,55.795,11.0394,115.762,10.0,90.0,11.95,12.05,11.88,11.89,675575.0,-1
82.3479,65.8417,58.7452,11.0181,191.0313,20.0,100.0,12.0,12.1,11.91,11.96,1024392.0,-1
66.9999,54.1373,58.0544,10.9843,242.0861,30.0,100.0,11.72,12.025,11.685,11.98,1020054.0,1
48.1772,54.4139,49.6241,10.9489,146.382,0.0,80.0,11.49,11.75,11.48,11.71,492510.0,1
47.2347,64.2268,41.83,10.9447,46.1572,10.0,0.0,11.51,11.72,11.38,11.51,567326.0,1
67.8297,73.069,41.0085,10.9666,71.5698,20.0,0.0,11.64,11.86,11.45,11.49,589372.0,-1
77.616,64.987,43.9582,10.9943,-4.4019,30.0,0.0,11.68,11.78,11.425,11.64,415504.0,-1
73.7614,49.5891,45.3427,11.0118,-29.0409,40.0,0.0,11.51,11.7,11.36,11.69,540163.0,1
43.5836,31.8457,40.9937,11.0252,-52.1266,50.0,0.0,11.52,11.629,11.37,11.56,464921.0,1
31.4224,25.2914,39.3225,11.0578,-63.9866,60.0,10.0,11.33,11.67,11.32,11.51,326882.0,1
20.5312,20.3807,33.1917,11.1018,-85.5341,70.0,20.0,11.65,11.73,11.32,11.33,546578.0,-1
23.9205,18.6937,38.7604,11.176,-87.8163,80.0,30.0,11.64,11.7,11.46,11.66,446944.0,-1
16.6905,16.2099,37.7731,11.223,-126.8468,90.0,0.0,11.59,11.69,11.37,11.63,580288.0,1
15.4701,20.4613,34.6104,11.2806,-210.5017,100.0,10.0,11.61,11.74,11.3,11.53,1398424.0,1
16.4692,32.3774,35.7553,11.3597,-274.7427,100.0,20.0,12.27,12.39,11.51,11.6,2518454.0,-1
29.4444,50.3589,48.126,11.4408,-99.0731,10.0,30.0,12.25,12.57,12.2,12.25,428794.0,-1
51.2185,64.8691,47.8584,11.4532,-90.1293,0.0,40.0,12.43,12.65,12.18,12.24,585664.0,-1
70.4139,71.1078,51.6993,11.4687,-41.0991,0.0,50.0,12.69,12.7,12.12,12.4,309021.0,-1
72.975,69.5279,59.4873,11.4652,143.8318,0.0,60.0,12.68,12.72,12.573,12.69,352983.0,-1
69.9343,70.342,58.4312,11.4228,78.7225,0.0,70.0,12.35,12.7,12.29,12.68,314718.0,1
65.6745,72.5069,54.5178,11.3816,58.1881,10.0,80.0,12.65,12.69,12.32,12.48,296869.0,-1
75.4173,76.5993,58.7488,11.3609,83.5831,20.0,90.0,12.53,12.7,12.29,12.65,333231.0,-1
76.429,79.2687,56.2312,11.3147,92.4004,30.0,100.0,12.54,12.81,12.23,12.51,464737.0,1
77.9517,78.0883,56.9009,11.2805,122.8463,40.0,80.0,12.56,12.69,12.42,12.54,267362.0,-1
83.4255,72.8926,55.8879,11.2374,87.6759,0.0,90.0,12.35,12.59,12.13,12.52,322961.0,1
72.8879,56.1162,53.9233,11.1966,108.3364,10.0,100.0,12.65,12.7,12.27,12.39,366539.0,-1
62.3646,45.0776,58.6228,11.1671,114.0707,0.0,100.0,12.02,12.65,12.0,12.65,462130.0,1
33.0963,42.3312,50.9241,11.0992,86.94,10.0,100.0,12.06,12.585,12.04,12.13,395468.0,1
39.7721,58.2028,48.722,11.0899,-4.6089,0.0,20.0,11.84,12.13,11.8,12.04,535287.0,1
54.1252,71.0745,45.2529,11.0969,-16.5613,0.0,30.0,12.1,12.17,11.73,11.83,351790.0,-1
80.7113,75.8529,50.0408,11.1323,75.7092,10.0,40.0,12.28,12.55,12.05,12.16,355470.0,-1
78.387,64.4151,51.6812,11.1296,87.9763,20.0,0.0,12.46,12.46,12.0,12.27,282000.0,-1
68.4604,50.6357,54.2224,11.1121,74.6293,30.0,10.0,12.09,12.55,12.0,12.49,461272.0,1
46.398,40.6266,48.9396,11.0693,-5.636,40.0,20.0,11.9,12.246,11.81,12.08,256629.0,1
37.0487,38.6337,46.3578,11.0738,-37.4051,50.0,30.0,11.47,12.415,11.32,11.89,626934.0,1
38.4331,37.6054,40.358,11.1037,-87.5584,60.0,40.0,11.56,11.7,11.4,11.47,320638.0,1
40.4192,30.1456,41.6559,11.1928,-73.1157,70.0,50.0,12.65,12.65,11.26,11.6,924294.0,-1
33.9638,20.447,52.8541,11.2776,-23.988,80.0,60.0,12.07,12.65,11.83,12.6,551554.0,-1
16.0539,20.1672,43.9034,11.2503,-109.9619,90.0,70.0,11.67,12.05,11.19,11.97,418723.0,1
11.3232,35.8018,36.1051,11.301,-176.9929,100.0,80.0,11.65,11.863,11.12,11.52,690733.0,1
33.1245,58.2808,39.631,11.4175,-110.1748,0.0,90.0,12.6,12.6,11.81,11.84,1071401.0,-1
62.9576,72.0081,48.964,11.509,39.6604,10.0,100.0,13.37,13.85,12.31,12.58,1613259.0,-1
78.7603,74.9305,65.5092,11.5233,123.055,20.0,100.0,13.25,13.675,13.02,13.41,465385.0,-1
74.3066,71.5475,62.9284,11.4322,112.0137,30.0,100.0,12.86,13.32,12.71,13.22,431809.0,1
71.7245,70.2446,57.333,11.3527,99.2544,40.0,80.0,12.85,12.99,12.7,12.85,196219.0,1
68.6114,63.2884,56.7918,11.3097,131.0156,50.0,0.0,13.09,13.33,12.66,12.86,372937.0,-1
70.3979,51.5302,61.7325,11.2651,110.9008,60.0,0.0,12.45,13.35,12.37,13.1,328911.0,1
50.8559,31.2083,50.8231,11.183,-2.4417,70.0,10.0,12.58,12.87,12.25,12.42,286080.0,1
33.3369,15.9809,52.6097,11.177,-23.9633,80.0,20.0,12.07,12.76,12.05,12.51,259626.0,1
9.432,7.3543,43.9387,11.1586,-83.5724,90.0,30.0,11.96,12.37,11.91,12.07,259146.0,1
5.1737,8.39,40.0412,11.1943,-105.0868,0.0,40.0,12.07,12.39,11.9,11.94,395977.0,1
7.4572,16.3772,41.3778,11.2576,-79.9901,0.0,50.0,12.35,12.435,12.02,12.03,321842.0,-1
12.5391,33.1208,46.154,11.3183,-42.1067,0.0,60.0,12.45,12.5,12.15,12.34,328522.0,-1
29.1353,56.9281,47.9205,11.3478,-4.8167,10.0,70.0,12.58,12.78,12.34,12.45,433456.0,-1
57.6881,79.0072,49.2503,11.3674,18.1711,20.0,80.0,13.18,13.26,12.35,12.58,488579.0,-1
83.961,88.2402,59.1534,11.3787,83.7403,30.0,90.0,13.68,13.69,13.04,13.16,504568.0,-1
95.3724,81.939,71.1396,11.3173,136.5864,40.0,100.0,13.35,13.8,13.2,13.7,336335.0,-1
85.3871,63.0244,66.3694,11.1778,132.306,50.0,100.0,13.22,13.39,13.14,13.28,447433.0,1
65.0575,41.1033,65.0794,11.0723,119.9247,60.0,100.0,12.72,13.3,12.65,13.22,543118.0,1
38.6286,22.2837,54.5945,10.9651,56.4783,70.0,100.0,12.2,13.13,12.172,12.52,1297618.0,1
19.6237,15.8125,37.4505,10.932,-89.8408,80.0,10.0,11.61,12.0,11.59,11.81,422340.0,1
8.5988,20.4158,30.0893,10.9848,-133.9371,90.0,0.0,11.52,12.26,11.36,11.59,500888.0,1
19.2151,35.4204,26.1798,11.0734,-246.7129,100.0,10.0,12.07,12.085,11.4,11.48,862437.0,-1
33.4334,46.1893,34.1373,11.1886,-277.139,100.0,20.0,12.6,12.63,12.03,12.035,403180.0,-1
53.6126,52.5322,48.923,11.2552,-80.4046,0.0,30.0,12.64,12.75,12.4,12.6,240871.0,-1
51.5219,51.8912,51.4056,11.2594,25.8031,10.0,40.0,12.57,12.81,12.53,12.67,424627.0,1
52.4622,54.4916,53.5,11.2553,18.1742,20.0,50.0,12.75,12.84,12.36,12.73,2072722.0,-1
51.6896,57.0572,52.2148,11.2429,29.4104,0.0,60.0,12.76,12.85,12.51,12.73,806493.0,-1
59.3231,60.8817,51.9441,11.2344,64.3693,0.0,70.0,12.69,12.9,12.6,12.72,263762.0,1
60.1588,60.8968,53.0254,11.226,118.1126,10.0,0.0,12.77,13.01,12.715,12.76,268623.0,-1
63.1632,62.2888,53.0254,11.2113,97.0928,20.0,10.0,12.8,12.9,12.65,12.76,341267.0,-1
59.3684,60.6511,51.3023,11.1944,75.0469,30.0,20.0,12.77,13.15,12.5,12.72,354668.0,1
64.3347,60.8188,52.5378,11.1859,30.7981,40.0,30.0,12.58,12.95,12.31,12.78,270121.0,1
58.2503,59.2853,48.8417,11.1685,1.8055,50.0,40.0,12.7,12.77,12.43,12.58,145993.0,1
59.8714,57.0469,50.4323,11.1739,-33.326,60.0,50.0,12.42,12.68,12.16,12.67,258325.0,1
59.7341,54.6276,45.847,11.1687,-14.1888,0.0,60.0,12.63,12.85,12.35,12.41,226705.0,1
51.5351,52.9521,47.9288,11.1956,38.8179,10.0,70.0,12.8,13.12,12.33,12.59,321269.0,-1
52.6134,60.9208,50.8281,11.2092,8.3033,20.0,0.0,12.05,12.81,12.05,12.78,738145.0,1
54.7079,68.1359,38.4906,11.2008,-79.7786,30.0,0.0,12.75,12.92,11.7,12.08,1292209.0,1
75.441,73.2762,49.7175,11.2794,48.5492,40.0,0.0,12.94,13.22,12.61,12.78,262739.0,-1
74.2589,66.9443,52.3818,11.2811,49.0756,50.0,10.0,13.12,13.25,12.83,12.96,222400.0,-1
70.1286,56.5531,53.5198,11.2659,4.3977,60.0,20.0,12.39,13.22,12.24,13.02,346580.0,1
56.4455,40.5105,43.3699,11.2411,-44.7159,70.0,30.0,12.76,12.99,12.181,12.47,334480.0,1
43.0852,25.5974,48.9694,11.2817,-44.7421,80.0,40.0,12.52,12.94,12.11,12.79,428793.0,-1
22.0009,13.6919,43.1937,11.2879,-98.0551,90.0,50.0,12.2,12.59,12.014,12.51,271764.0,1
11.7061,13.3624,31.9589,11.3302,-203.731,100.0,60.0,12.13,12.5,11.7,12.1,671769.0,1
7.3688,22.8442,32.7262,11.4355,-243.7669,100.0,70.0,13.03,13.1,12.13,12.16,488766.0,-1
21.0124,40.2408,48.6784,11.5483,-89.6859,100.0,80.0,12.98,13.45,12.92,13.07,300141.0,-1
40.1515,52.9243,46.3507,11.5634,-101.8788,60.0,90.0,13.44,13.6,12.98,12.98,247286.0,-1
59.5586,51.6663,55.5315,11.592,74.4118,0.0,100.0,13.58,13.95,13.36,13.39,287658.0,-1
59.0626,41.1937,60.8718,11.579,105.6336,10.0,30.0,13.43,13.794,13.39,13.57,187827.0,-1
36.3777,32.4356,58.0477,11.5418,18.4774,20.0,0.0,13.3,13.565,13.261,13.43,97807.0,1
28.1408,35.8102,54.6834,11.5167,-113.2099,30.0,10.0,13.11,13.349,12.974,13.27,248014.0,1
32.7883,41.9009,50.0836,11.5079,-130.7572,40.0,20.0,13.46,13.58,13.07,13.11,289609.0,-1
46.5015,46.6218,60.2948,11.5233,-56.6156,50.0,30.0,13.52,13.64,13.21,13.49,171796.0,-1
46.413,47.3554,60.5874,11.4938,-29.2246,0.0,40.0,13.41,13.74,13.245,13.5,201860.0,1
46.951,45.6968,58.975,11.4588,-43.3083,0.0,50.0,13.45,13.55,13.293,13.41,152597.0,1
48.7023,44.7793,59.7078,11.4299,43.6152,0.0,60.0,13.71,13.98,13.361,13.44,280240.0,-1
41.4372,48.2524,65.1785,11.3933,70.6243,10.0,70.0,13.73,13.95,13.51,13.71,273229.0,-1
44.1985,62.7112,64.2654,11.3234,28.1704,20.0,80.0,13.38,13.8,13.0101,13.64,310400.0,1
59.1214,78.226,59.4844,11.2522,15.5415,30.0,90.0,13.7,13.83,13.1,13.29,240122.0,1
84.8136,85.6676,69.5313,11.2141,110.186,40.0,100.0,13.84,14.29,13.66,13.71,303438.0,-1
90.7429,78.1933,69.9445,11.1186,91.2791,0.0,10.0,13.73,13.83,13.55,13.77,372291.0,1
81.4463,61.2611,69.1381,11.0075,71.162,0.0,20.0,13.6,13.71,13.45,13.69,301806.0,1
62.3906,48.5925,68.4719,10.8903,70.4809,0.0,30.0,13.37,13.8,13.25,13.62,302246.0,1
39.9465,46.8136,65.8155,10.7651,49.6217,0.0,40.0,12.8,13.62,12.8,13.34,558042.0,1
43.4404,59.94,59.2961,10.6565,5.5777,0.0,50.0,12.5,12.8,12.445,12.79,892916.0,1
57.0539,72.1853,54.1198,10.6054,14.9471,0.0,60.0,13.54,13.56,12.1,12.4,1171527.0,-1
79.3256,79.506,81.3287,10.595,92.9592,0.0,70.0,13.48,13.99,13.32,13.54,324028.0,-1
80.1762,79.5681,81.0274,10.4428,110.5895,10.0,80.0,13.59,13.6,13.22,13.5,275069.0,-1
79.0162,78.4439,83.7639,10.2739,177.7795,0.0,90.0,13.7,13.85,13.26,13.59,524366.0,-1
79.5118,74.7754,83.2891,10.0697,263.571,10.0,100.0,13.0,14.09,12.531,13.55,1322887.0,1
76.8036,67.3049,65.5808,9.8467,120.602,0.0,90.0,12.05,12.1,11.7504,11.9,211300.0,1
68.0107,62.0808,69.1796,9.7942,153.7053,0.0,100.0,11.76,12.14,11.68,11.99,275377.0,1
57.1003,65.3282,63.3466,9.7231,124.2823,0.0,80.0,11.57,11.865,11.567,11.7,174226.0,1
61.1315,75.0771,57.8196,9.6774,92.4134,10.0,90.0,11.52,11.74,11.3,11.52,170136.0,1
77.7527,81.5887,58.1722,9.6526,148.221,20.0,100.0,11.81,11.9844,11.2637,11.53,145814.0,-1
86.3473,81.6049,63.0134,9.623,195.2677,30.0,100.0,11.39,11.779,11.26,11.67,271782.0,1
80.6663,79.0301,56.4966,9.5721,119.7341,40.0,100.0,11.1,11.4,11.1,11.39,195865.0,1
77.8013,79.1311,52.053,9.5481,108.7878,50.0,100.0,11.2,11.4,11.15,11.27,199049.0,1
78.6228,73.3902,48.6015,9.5407,76.4488,60.0,100.0,11.35,11.3502,11.1,11.15,137834.0,-1
80.9693,64.3312,52.2701,9.5468,134.3754,70.0,100.0,11.34,11.35,11.138,11.28,86616.0,-1
60.5785,52.2062,50.7251,9.5379,134.5856,80.0,100.0,11.15,11.349,11.065,11.22,183625.0,1
51.4458,52.3624,49.2466,9.5351,38.0969,90.0,0.0,10.93,11.24,10.84,11.16,151229.0,1
44.5943,59.3945,42.1267,9.5392,-145.1095,100.0,0.0,10.98,11.101,10.77,10.93,207146.0,1
61.0471,65.3511,45.4743,9.5772,-60.4713,40.0,10.0,11.21,11.2222,10.81,11.09,163904.0,-1
72.5419,58.7771,46.3021,9.6011,-38.1433,50.0,20.0,11.25,11.32,11.01,11.13,167557.0,-1
62.4643,40.3921,48.0744,9.6237,-39.8083,60.0,30.0,11.3,11.35,11.0,11.22,240315.0,-1
41.3252,24.7489,48.1988,9.6385,-50.1133,70.0,40.0,11.1744,11.3,11.06,11.27,206235.0,1
17.3867,14.9354,45.5774,9.6547,-69.5164,80.0,50.0,11.16,11.34,10.91,11.13,214758.0,1
15.5348,16.109,45.0411,9.6901,-94.9517,90.0,60.0,11.16,11.19,10.91,11.1,225076.0,1
11.8849,26.2482,45.309,9.7341,-123.6366,100.0,70.0,11.31,11.31,10.8277,11.12,202600.0,-1
20.9075,42.751,47.1615,9.7821,-129.251,0.0,80.0,11.08,11.36,10.95,11.31,454590.0,1
45.9522,61.4322,42.7263,9.8191,-98.7436,0.0,90.0,12.11,12.1278,10.95,11.0,892491.0,-1
61.3932,71.5939,61.0154,9.8988,71.6205,10.0,100.0,12.7,12.89,12.1,12.23,288232.0,-1
76.9511,81.0412,74.5601,9.8418,103.152,0.0,100.0,12.17,12.8807,12.06,12.81,163846.0,-1
76.4375,85.6867,68.4798,9.707,99.8958,10.0,100.0,12.57,12.87,12.158,12.25,160077.0,1
89.735,91.1647,74.7284,9.6203,119.9579,20.0,100.0,12.22,12.72,12.06,12.51,114385.0,1
90.8876,92.4749,71.6358,9.495,115.1082,30.0,100.0,11.84,12.34,11.8,12.22,130515.0,1
92.8714,94.321,68.395,9.3865,135.7771,0.0,100.0,12.02,12.1,11.82,11.95,112634.0,1
93.6658,91.1261,69.1854,9.295,204.2598,0.0,100.0,11.86,12.09,11.78,11.98,132784.0,1
96.4259,83.216,67.8199,9.1868,175.0465,10.0,100.0,11.25,11.93,10.97,11.9,160454.0,1
83.2866,71.7016,59.7078,9.0777,102.1542,20.0,100.0,11.33,11.37,10.85,11.28,76794.0,1
69.9355,64.8119,59.1093,9.0272,93.0279,30.0,50.0,10.9,11.24,10.8,11.24,77834.0,1
61.8828,66.1417,54.5524,8.9742,79.1414,40.0,60.0,10.83,11.14,10.82,10.94,69362.0,1
62.6174,71.5393,52.6528,8.9495,44.4768,0.0,70.0,10.99,11.12,10.35,10.82,183387.0,-1
73.9247,76.0288,54.6582,8.9355,69.5209,10.0,80.0,10.75,11.09,10.55,10.98,112856.0,1
78.0757,72.5011,50.9368,8.9057,70.6765,20.0,90.0,11.1,11.165,10.68,10.72,136955.0,-1
76.086,62.8416,57.8381,8.9024,109.6996,30.0,0.0,11.05,11.4,10.8118,11.14,119376.0,-1
63.3417,55.941,56.3162,8.8488,54.7769,40.0,0.0,10.35,11.2001,10.3414,11.02,145778.0,1
49.0971,52.1024,46.2596,8.8017,-77.911,50.0,10.0,10.16,10.51,9.7,10.37,126345.0,1
55.3842,50.7202,42.4816,8.8302,-72.2769,60.0,20.0,10.4,10.6486,10.15,10.15,86681.0,-1
51.8258,39.4369,44.8008,8.8888,-61.6939,70.0,30.0,10.84,10.8814,10.23,10.33,73720.0,-1
44.9506,30.4659,53.401,8.9345,-47.353,80.0,40.0,10.2,10.92,10.1647,10.92,110258.0,1
21.5342,23.6752,41.1561,8.9167,-129.2164,90.0,50.0,10.12,10.5599,10.12,10.25,105983.0,1
